,ï»¿id,is_misinfo,Texts,id,clean_text,word_count,is_emoji,is_link,hashtag,tag
10,"1,39E+18",0,Listening to public address autos going around urging people to get #vaccinated for free by visiting govt hospitals. Reading that people are unable to access the portal to register but they aren't saying #vaccine not available. Those like me registering find #Vaccines available &amp;,,listen to public address auto go around urg peopl to get vaccin for free by visit govt hospit read that peopl are unabl to access the portal to regist but they are nt say vaccin not avail those like me regist find vaccin avail amp,44,0,0,5160,1113
11,"1,36E+18",1,"The vaccine isnât about curing people nor is it about killing people, itâs about balance of energy, positive for those who believe itâs a cure for a killer virus &amp; fear for those who believe itâs a killer vaccine, itâs another divide in society &amp; ultimately a show of control https://t.co/djPpQ1uiY8",,the vaccin isnât about cure peopl nor is it about kill peopl itâ about balanc of energi posit for those who believ itâ a cure for a killer virus amp fear for those who believ itâ a killer vaccin itâ anoth divid in societi amp ultim a show of control,51,0,1,5160,1113
12,"1,34E+18",0,just got my covid-19 vaccine. was completely painless. excited about the beginning of the end of this nightmare pandemic.,,just got my covid vaccin was complet painless excit about the begin of the end of this nightmar pandem,19,0,0,5160,1113
13,"1,37E+18",1,"Urgent: Doctor Warns The Experimental COVID âVaccineâ Is Really âDangerous Gene Therapyâ
https://t.co/TWAxtJM3gt",,urgent doctor warn the experiment covid âvaccineâ is realli âdanger gene therapyâ,12,0,1,5160,1113
14,"1,39E+18",0,got my covid vaccine appointment,,got my covid vaccin appoint,5,0,0,5160,1113
15,"1,39E+18",1,"Alert The ""Vaccine"" Is a Bioweapon - 5 Doctors Testify | Healthcare | Before It's News https://t.co/VxdFv4WAGz",,alert the vaccin is a bioweapon doctor testifi healthcar befor it s news,17,0,1,5160,1113
16,"1,39E+18",0,i got my first vaccine today!!,,i got my first vaccin today,6,0,0,5160,1113
17,"1,35E+18",1,If you've had the 'flu vaccine then think carefully before taking the experimental c O'V Id  V @ x. Censorship means U are not informed of the risks. Look on Sciencedirect. com for the Woolfe 'flu v'x Study/ Pentagon/ soldiers. 36% incr risk of c'ron a  resp'try infect'n. DM me,,if you ve had the flu vaccin then think care befor take the experiment c ov id v x censorship mean u are not inform of the risk look on sciencedirect com for the woolf flu vx studi pentagon soldier incr risk of cron a resptri infectn dm me,52,0,0,5160,1113
18,"1,35E+18",0,Iâm ready to take this COVID-19 vaccine...fuck it.,,iâm readi to take this covid vaccin fuck it,8,0,0,5160,1113
19,"1,39E+18",0,If you eat Burger King donât worry about whatâs in the vaccine,,if you eat burger king donât worri about whatâ in the vaccin,12,0,0,5160,1113
20,"1,34E+18",0,if you vape or smoke donât worry about whatâs in the vaccine,,if you vape or smoke donât worri about whatâ in the vaccin,12,0,0,5160,1113
21,"1,37E+18",0,Second Covid vaccine officially completed <U+0001F973><U+0001F64F>,,second covid vaccin offici complet uf uff,6,1,0,5160,1113
22,"1,35E+18",0,"Aight.... seriously, though.

Can I get my vaccine now?",,aight serious though can i get my vaccin now,8,0,0,5160,1113
23,"1,36E+18",1,"When will people realise ( people won't  ) that the Coronavirus was just a red flag event. The real threat, made to look like the savior, is the vaccine. It is through the vaccine that the real culling and depopulation of the planet will take place. Thats the genius of it all !",,when will peopl realis peopl wo nt that the coronavirus was just a red flag event the real threat made to look like the savior is the vaccin it is through the vaccin that the real cull and depopul of the planet will take place that the genius of it all,54,0,0,5160,1113
24,"1,35E+18",0,"My mother and I just got our first dose of the Moderna Vaccine for Covid <U+0001F642>

Fucking relieved, and looking forward to the 2nd dose in February.",,my mother and i just got our first dose of the moderna vaccin for covid uf fuck reliev and look forward to the nd dose in februari,26,1,0,5160,1113
25,"1,39E+18",0,"The #CoWin portal for vaccine registrations goes live today. Pls make use of this service - get yourself &amp; those known to you vaccinated. 
Vaccines reducing severity of the illness is much much better than no vaccination at all. 
#VaccinesWork , are safe &amp; helped many to recover.",,the cowin portal for vaccin registr goe live today pls make use of this servic get yourself amp those known to you vaccin vaccin reduc sever of the ill is much much better than no vaccin at all vaccineswork are safe amp help mani to recov,48,0,0,5160,1113
26,"1,39E+18",0,I get my second and final @moderna_tx shot this morningâ¦and then #vaccinated until the need for a booster shot. #HereWeGo <U+0001F973> #VaccinesWork https://t.co/WSEjLXh4aY,,i get my second and final modernatx shot this morningâand then vaccin until the need for a booster shot herewego uf vaccineswork,23,1,1,5160,1113
27,"1,36E+18",1,Doctors from around the world are warning people to NOT get this experimental mRNA vaccine which could possibly alter one's DNA! Could make couples infertile! https://t.co/Thm4js4Ra9,,doctor from around the world are warn peopl to not get this experiment mrna vaccin which could possibl alter one s dna could make coupl infertil,26,0,1,5160,1113
28,"1,39E+18",0,".@DrTasnimJara explains why she took the Covid vaccine, in #Bangla <U+0001F447>

#TeamHalo #VaccinesWork #Bengali #VaccinatedFor https://t.co/2Jyq2L1Ak0",,drtasnimjara explain whi she took the covid vaccin in bangla uf teamhalo vaccineswork bengali vaccinatedfor,15,1,1,5160,1113
29,"1,39E+18",0,"I have stopped doing elective surgery in patients who were eligible for vaccine but didnât get it due to hesitancy. I send them for vaccine first and call them once both their doses are done. 
#vaccinated #COVID19 #CoronaPandemic #CoronavirusPandemic #OxygenCrisis #OxygenShortage",,i have stop do elect surgeri in patient who were elig for vaccin but didnât get it due to hesit i send them for vaccin first and call them onc both their dose are done vaccin covid coronapandem coronaviruspandem oxygencrisi oxygenshortag,41,0,0,5160,1113
30,"1,34E+18",0,If youâve sat on ANY character department green room sofa you donât need to worry about whatâs in the vaccine.,,if youâv sat on ani charact depart green room sofa you donât need to worri about whatâ in the vaccin,20,0,0,5160,1113
31,"1,36E+18",1,"Preexisting conditions or not, if you want to try experimental gene editing technology, used as a vaccine for something no more dangerous than a bad flu, go ahead. But it is not for me, with my COPD. I have chest infections all the time, which mean I need take .....",,preexist condit or not if you want to tri experiment gene edit technolog use as a vaccin for someth no more danger than a bad flu go ahead but it is not for me with my copd i have chest infect all the time which mean i need take,50,0,0,5160,1113
32,"1,37E+18",0,thankful my dad is eligible for his vaccine,,thank my dad is elig for his vaccin,8,0,0,5160,1113
33,"1,37E+18",0,"2nd Pfizer shot 
#CovidVaccine #GetVaccinated #PfizerProud #PfizerCovidVaccine #COVID19Vaccine https://t.co/ejGSX5AvtD",,nd pfizer shot covidvaccin getvaccin pfizerproud pfizercovidvaccin covidvaccin,9,0,1,5160,1113
34,"1,34E+18",0,"A bit late to sharing but my first story for California Black Media got picked up by three publications! I've been reporting on health for CBM and have more to come... 
https://t.co/7TvXL5kfsd",,a bit late to share but my first stori for california black media got pick up by three public i ve been report on health for cbm and have more to come,32,0,1,5160,1113
35,"1,36E+18",0,My brother-in-law is a teacher and has cystic fibrosis. He just got his first dose of the vaccine. I cannot tell you how much this means to us. Weâve been so afraid for so long now and brb Iâm crying.,,my brotherinlaw is a teacher and has cystic fibrosi he just got his first dose of the vaccin i can not tell you how much this mean to us weâv been so afraid for so long now and brb iâm cri,40,0,0,5160,1113
36,"1,34E+18",1,The COVID vaccine is not a vaccine. Itâs a type of mRNA gene therapy which has never been tried before. Marketing types told them to call it a vaccine because âgene therapyâ sounds too scary.,,the covid vaccin is not a vaccin itâ a type of mrna gene therapi which has never been tri befor market type told them to call it a vaccin becaus âgene therapyâ sound too scari,35,0,0,5160,1113
37,"1,39E+18",0,"Got my 2nd dose of the Moderna Vaccine.
Fully vaccinated now.
With or without a mask, I'm ready to return to normal.
#COVID19Vaccine 
#CovidVaccine 
#vaccinated 
#VaccinesWork",,got my nd dose of the moderna vaccin fulli vaccin now with or without a mask i m readi to return to normal covidvaccin covidvaccin vaccin vaccineswork,23,0,0,5160,1113
38,"1,34E+18",0,"pls if u eat hot dogs , dont worry about whats in the vaccine ...",,pls if u eat hot dog dont worri about what in the vaccin,15,0,0,5160,1113
39,"1,39E+18",1,"Hey, wanna #NoVaccine #andchill? #CV19 #bloodclots #ExperimentalGeneTherapy #depopulation #masspsychosis #Moderna #AstraZeneca #JohnsonandJohnson #fullyunvaccinated #WHO #arrestgates #arrestfauci #MedicalTyranny #ivermectin #hcq #HydroxyChloroquine https://t.co/hpalHQ5cDc",,hey wan na novaccin andchil cv bloodclot experimentalgenetherapi depopul masspsychosi moderna astrazeneca johnsonandjohnson fullyunvaccin who arrestg arrestfauci medicaltyranni ivermectin hcq hydroxychloroquin,21,0,1,5160,1113
40,"1,37E+18",1,"sylvester stallone's net worth - Google Search - zero , now a destitute Prostitution prosthetics prostatectomy protests , Stain Home Stalin . Real Vampires plastic cups syringes poison vaccine PM of Canada silences , them . DRAINO.  https://t.co/Pcx5AA2dxV",,sylvest stallon s net worth googl search zero now a destitut prostitut prosthet prostatectomi protest stain home stalin real vampir plastic cup syring poison vaccin pm of canada silenc them draino,39,0,1,5160,1113
41,"1,35E+18",1,"Raising concern over the safety of an untested vaccine is unacceptable for Sanghi guniea pigs
Scumbags just volunteer inject yourself and prove it works",,rais concern over the safeti of an untest vaccin is unaccept for sanghi guniea pig scumbag just volunt inject yourself and prove it work,23,0,0,5160,1113
42,"1,34E+18",0,I'm getting the vaccine tomorrow! I'm excited that I'll be able to help keep everyone safe around me.,,i m get the vaccin tomorrow i m excit that i ll be abl to help keep everyon safe around me,18,0,0,5160,1113
43,"1,39E+18",0,Pfizer to start shipping coronavirus vaccine to Canada https://t.co/495Dk8Sh4m,,pfizer to start ship coronavirus vaccin to canada,9,0,1,5160,1113
44,"1,36E+18",0,"Today, I got my first vaccine. After all the scars and stress of 2019, I am so overwhelmingly relieved.",,today i got my first vaccin after all the scar and stress of i am so overwhelm reliev,19,0,0,5160,1113
45,"1,36E+18",0,"Just had my first #COVIDVaccination the Oxford Astrazeneca today. The  Very busy little place but it went well cos everyone behaved well. Next jab in 3 months.
Stay safe everyone.
#NHS",,just had my first covidvaccin the oxford astrazeneca today the veri busi littl place but it went well cos everyon behav well next jab in month stay safe everyon nhs,30,0,0,5160,1113
46,"1,35E+18",0,Yâall I just booked a spa day for myself after I get my second vaccine dose and OMG I AM SO FUCKING EXCITED!,,yâall i just book a spa day for myself after i get my second vaccin dose and omg i am so fuck excit,23,0,0,5160,1113
47,"1,36E+18",0,"I got my first dose of the vaccine today, on another note, I am also gay now",,i got my first dose of the vaccin today on anoth note i am also gay now,17,0,0,5160,1113
48,"1,36E+18",1,"They are never going to let it end.
Not until everyone has the experimental jab which is not a vaccine.
Why? Depopulation to build back better.
Less people = less population
The New Green deal or the The Great Reset, same thing.
Are billions of humans are consuming too much? https://t.co/WhxEKAy4ed",,they are never go to let it end not until everyon has the experiment jab which is not a vaccin whi depopul to build back better less peopl less popul the new green deal or the the great reset same thing are billion of human are consum too much,46,0,1,5160,1113
49,"1,34E+18",0,Got my first dose of the covid vaccine tonight after working day in day out in covid bays. I could barely sit still I was that excited !,,got my first dose of the covid vaccin tonight after work day in day out in covid bay i could bare sit still i was that excit,28,0,0,5160,1113
50,"1,34E+18",0,Thrilled to get my #CovidVaccine today @ConeyIslandHosp ! Everyday since March I worried I might bring COVID home to my family-so grateful for this vaccine to protect me &amp; them. I will still #MaskUp #SocialDistance ! #NYCVaxChamp #IGotTheShot #IDtwitter #MedTwitter @IDSAInfo https://t.co/uNgG9KvfcA,,thrill to get my covidvaccin today coneyislandhosp everyday sinc march i worri i might bring covid home to my familyso grate for this vaccin to protect me amp them i will still maskup socialdist nycvaxchamp igottheshot idtwitt medtwitt idsainfo,42,0,1,5160,1113
51,"1,34E+18",0,Today I got the Covid-19 vaccine. Iâm so grateful for the opportunity. Itâs so important that everyone does their part to keep our community safe. https://t.co/h9YTxXzHnz,,today i got the covid vaccin iâm so grate for the opportun itâ so import that everyon doe their part to keep our communiti safe,26,0,1,5160,1113
52,"1,36E+18",0,"Hey everyone , <U+0001F60A> I just got a call from Health &amp; Human Services here in my town about me getting the vaccine tomorrow at noon. I have NVR in my Life so happy to have a needle in my arm. <U+0001F44A><U+0001F44A><U+0001F44A><U+0001F44A>",,hey everyon ufa i just got a call from health amp human servic here in my town about me get the vaccin tomorrow at noon i have nvr in my life so happi to have a needl in my arm ufa ufa ufa ufa,42,1,0,5160,1113
53,"1,35E+18",0,if you ship real people the vaccine should worry about what is in you,,if you ship real peopl the vaccin should worri about what is in you,14,0,0,5160,1113
54,"1,37E+18",1,Just waiting for UK to be the last country to halt a potentially dangerous vaccine of course,,just wait for uk to be the last countri to halt a potenti danger vaccin of cours,17,0,0,5160,1113
55,"1,34E+18",0,"We're so excited for everyone who has received the COVID vaccine! Please continue to share your photos with us. Just send to membership@wismed.org 

Find COVID-19 resources at https://t.co/r9cctxl4w6 https://t.co/K2TMpDiDlI",,we re so excit for everyon who has receiv the covid vaccin pleas continu to share your photo with us just send to membership wismedorg find covid resourc at,29,0,1,5160,1113
56,"1,36E+18",1,Local Radio Reports âMany Dyingâ in Israel Following Pfizer Experimental mRNA Injections https://t.co/HQ4YeYLQvH,,local radio report âmani dyingâ in israel follow pfizer experiment mrna inject,13,0,1,5160,1113
57,"1,39E+18",0,"Vaccine is booked, safe to say that Iâm stoked to get poked.",,vaccin is book safe to say that iâm stoke to get poke,12,0,0,5160,1113
58,"1,34E+18",0,"if youâve entered the bathrooms at underhill,,, donât worry about whatâs in the vaccine",,if youâv enter the bathroom at underhil donât worri about whatâ in the vaccin,14,0,0,5160,1113
59,"1,35E+18",0,"if u willing eat the mcrib , do not worry about whatâs in the covid vaccine",,if u will eat the mcrib do not worri about whatâ in the covid vaccin,16,0,0,5160,1113
60,"1,37E+18",0,I just scheduled my first covid vaccine shot for this Thursday.,,i just schedul my first covid vaccin shot for this thursday,11,0,0,5160,1113
61,"1,39E+18",1,"Another death from the jab and a member @DominicCardy of the elite satanic cult propagating death,destruction and depopulation tells people to ""ignore"" concerns and warnings of vaccine danger.
https://t.co/Y1jcLUn3AM",,anoth death from the jab and a member dominiccardi of the elit satan cult propag death destruct and depopul tell peopl to ignor concern and warn of vaccin danger,28,0,1,5160,1113
62,"1,35E+18",0,Morning I got my second dose of the vaccine today letâs celebrate https://t.co/Nnzd0OdRiv,,morn i got my second dose of the vaccin today letâ celebr,13,0,1,5160,1113
63,"1,35E+18",0,Imagine how fucking bleak the world would be looking now if the vaccine hadnât been made yet,,imagin how fuck bleak the world would be look now if the vaccin hadnât been made yet,17,0,0,5160,1113
64,"1,35E+18",1,"EXPERIMENTAL COVID-19 MRNA VACCINES ARE OPERATING SYSTEM DESIGNED TO PROGRAM HUMAN DNA, SAYS MODERNA
Published: January 5, 2021

https://t.co/qSEUZi8BxL",,experiment covid mrna vaccin are oper system design to program human dna say moderna publish januari,17,0,1,5160,1113
65,"1,35E+18",0,Hey! I got my first Moderna Covid 19  shot at 11am Central Time today !,,hey i got my first moderna covid shot at am central time today,16,0,0,5160,1113
66,"1,39E+18",0,"Thereâs still so much negativity on social media &amp; IRL but zoom out for a moment. The development, manufacturing and distribution of a novel vaccine in record time is an incredible achievement. This a testament to human progress and we should be grateful of our science community.",,thereâ still so much negat on social media amp irl but zoom out for a moment the develop manufactur and distribut of a novel vaccin in record time is an incred achiev this a testament to human progress and we should be grate of our scienc communiti,47,0,0,5160,1113
67,"1,37E+18",1,Would someone really go get the experimental gene therapy vaccine just to get a free donut? God I hope not.,,would someon realli go get the experiment gene therapi vaccin just to get a free donut god i hope not,20,0,0,5160,1113
68,"1,34E+18",0,"if u dont wash ur feet in the shower, dont worry about what's in the vaccine",,if u dont wash ur feet in the shower dont worri about what s in the vaccin,16,0,0,5160,1113
69,"1,37E+18",0,Super grateful for my brother right now - and Iâve got my 2 Pfizer doses scheduled!!!,,super grate for my brother right now and iâv got my pfizer dose schedul,16,0,0,5160,1113
70,"1,34E+18",0,First injection complete! #EMSvax #COVID19 #vaccine #grateful https://t.co/4ApFP0SwRy,,first inject complet emsvax covid vaccin grate,8,0,1,5160,1113
71,"1,39E+18",1,"There can never be vaccines
All vaccines are phony.
Because he didn't even make it clear that this virus is a Bioweapon? Or is it from nature?
How can you have a vaccine?
Never in the history of mankind has a vaccine been produced in just 60 days or 6 months. https://t.co/go75k283Yy",,there can never be vaccin all vaccin are phoni becaus he did nt even make it clear that this virus is a bioweapon or is it from natur how can you have a vaccin never in the histori of mankind has a vaccin been produc in just day or month,48,0,1,5160,1113
72,"1,34E+18",0,If you had this in 2014 then donât worry about what is in the vaccine <U+0001F98B> https://t.co/IagJBwLATe,,if you had this in then donât worri about what is in the vaccin ufb,17,1,1,5160,1113
73,"1,37E+18",1,"It is impossible to bring a drug to market without problems when it has not been through the test protocols.
The real questions are what happens in years to come with gene therapy, which the jab is.
https://t.co/0bpJojufl0",,it is imposs to bring a drug to market without problem when it has not been through the test protocol the real question are what happen in year to come with gene therapi which the jab is,36,0,1,5160,1113
74,"1,37E+18",0,"It's official! Got the @JNJNews vaccine along with my mom and uncle. 1 dose done... @TheCentersOhio #vaccinated #vaccine <U+0001F489> #CovidVaccine #COVID19 Stopper.
#StopTheSpread

<U+270C><U+FE0F><U+2764><U+FE0F> https://t.co/IkElQuyoqv",,it s offici got the jnjnew vaccin along with my mom and uncl dose done thecentersohio vaccin vaccin uf covidvaccin covid stopper stopthespread uc ufef u ufef,23,1,1,5160,1113
75,"1,39E+18",1,"Self-replicating covid vaccine technology began as race-specific depopulation bioweapons under Apartheid

Brighteon https://t.co/wnWIfeWjLZ",,selfrepl covid vaccin technolog began as racespecif depopul bioweapon under apartheid brighteon,12,0,1,5160,1113
76,"1,36E+18",1,"I can't for the life of me get why people want to take the vaccine.  It isn't even a vaccine.  It is an experimental biological agent.  And it won't stop transmission of the virus, as per Dr. Fauci (Dr. Faustian), the U.S. Surgeon General, and the WHO.  So, why?",,i ca nt for the life of me get whi peopl want to take the vaccin it is nt even a vaccin it is an experiment biolog agent and it wo nt stop transmiss of the virus as per dr fauci dr faustian the us surgeon general and the who so whi,53,0,0,5160,1113
77,"1,34E+18",0,If you don't love me don't worry about what's in the vaccine,,if you do nt love me do nt worri about what s in the vaccin,12,0,0,5160,1113
78,"1,34E+18",0,"If you've ever used the toilet on a Greyhound bus, don't worry about what's in the COVID vaccine. https://t.co/QlzLTvTaqn",,if you ve ever use the toilet on a greyhound bus do nt worri about what s in the covid vaccin,19,0,1,5160,1113
79,"1,39E+18",0,"I just received my first dose of the Moderna vaccine! 

Anyone who knows me knows I have a huge fear of needles (despite my tattoos and weekly hormone shots) and if I can do it then I guarantee you can do it too. #vaccinated #VaccinesWork",,i just receiv my first dose of the moderna vaccin anyon who know me know i have a huge fear of needl despit my tattoo and week hormon shot and if i can do it then i guarante you can do it too vaccin vaccineswork,45,0,0,5160,1113
80,"1,36E+18",0,WOO HOO!!!   Got my first Covid vaccine!,,woo hoo got my first covid vaccin,9,0,0,5160,1113
81,"1,34E+18",0,"If you use the bathroom in Wolf Points Town Pump, donât worry about whatâs in the covid vaccine.",,if you use the bathroom in wolf point town pump donât worri about whatâ in the covid vaccin,18,0,0,5160,1113
82,"1,35E+18",0,Got my second Pfizer COVID-19 vaccine https://t.co/RuS6RfauPq,,got my second pfizer covid vaccin,7,0,1,5160,1113
83,"1,37E+18",0,Had the AZ vaccine yesterday &amp; the only side affect Iâve noticed is I can no longer lie about my age,,had the az vaccin yesterday amp the onli side affect iâv notic is i can no longer lie about my age,21,0,0,5160,1113
84,"1,37E+18",1,Crowd Singing<U+0001F3B6> Stick your poison Vaccine up your arse https://t.co/U4QN4vfCvq,,crowd sing ufb stick your poison vaccin up your ars,10,1,1,5160,1113
85,"1,34E+18",0,if youâve ever slept with a man named luke donât worry about whatâs in the vaccine,,if youâv ever slept with a man name luke donât worri about whatâ in the vaccin,16,0,0,5160,1113
86,"1,36E+18",1,"The ""vaccine"" is evil and from the 80% depopulation &amp; ""purple revolution"" cabal. It'll decrease lifespan by causing cancer, other diseases, etc. &amp; cause sterility. The ""virus"" is really flu/pneumonia and meant to drive people towards the vaccine",,the vaccin is evil and from the depopul amp purpl revolut cabal it ll decreas lifespan by caus cancer other diseas etc amp caus steril the virus is realli flupneumonia and meant to drive peopl toward the vaccin,38,0,0,5160,1113
87,"1,36E+18",0,"WIn win today - second vaccine shot and even with a 90-minute drive home, I beat the snow! #Vaccinated #WinterDriving https://t.co/Lw08LEyjxC",,win win today second vaccin shot and even with a minut drive home i beat the snow vaccin winterdriv,21,0,1,5160,1113
88,"1,37E+18",0,is the vaccine fuckin yâall up that bad omg ???,,is the vaccin fuckin yâall up that bad omg,10,0,0,5160,1113
89,"1,39E+18",1,"<U+0001F447><U+0001F9D0>
DARPA-Funded Race-Specific, Self-Replicating Vaccine Bioweapons Revealed! â Mike Adams (Must Video) https://t.co/LRNuqJWNQ0",,uf ufd darpafund racespecif selfrepl vaccin bioweapon reveal â mike adam must video,12,1,1,5160,1113
90,"1,36E+18",0,Just got my 2nd Covid Vaccine dose!  #WearAMask #GetVaccinated #BelieveScience https://t.co/XhXWnulWYN,,just got my nd covid vaccin dose wearamask getvaccin believesci,12,0,1,5160,1113
91,"1,37E+18",0,"I got my first shot of vaccine today and other than 2 Black people working , I was the only Black person getting a vaccine. Out of at least over 100 or more people there . Iâm thankful , but Iâm wondering if my Black brothers and sisters are just refusing to get the vaccine . Sad",,i got my first shot of vaccin today and other than black peopl work i was the onli black person get a vaccin out of at least over or more peopl there iâm thank but iâm wonder if my black brother and sister are just refus to get the vaccin sad,57,0,0,5160,1113
92,"1,39E+18",0,"#OuchieFauci Save a life! Get a vaccine today!

âDoomsday scenarioâ: Lagging vaccine rates stir fears of dangerous variants https://t.co/Col4DfUIe4 #SmartNews",,ouchiefauci save a life get a vaccin today âdoomsday scenarioâ lag vaccin rate stir fear of danger variant smartnew,19,0,1,5160,1113
93,"1,34E+18",0,if you skip hello stranger or i am you dont worry about what's in the vaccine,,if you skip hello stranger or i am you dont worri about what s in the vaccin,16,0,0,5160,1113
94,"1,39E+18",0,How is Pfizer's highly-effective COVID-19 vaccine made; step-by-step process explained https://t.co/EChMfyAdku via @ibtimes_india,,how is pfizer s highlyeffect covid vaccin made stepbystep process explain via ibtimesindia,13,0,1,5160,1113
95,"1,39E+18",1,"Scary thought.

First they inoculate all the willing servants by saying it's an untested vaccine. Only blind followers will take it.

Once they have no more volunteers, they release the weaponized coronavirus. 

Only the loyal servants and their masters remain.",,scari thought first they inocul all the will servant by say it s an untest vaccin onli blind follow will take it onc they have no more volunt they releas the weapon coronavirus onli the loyal servant and their master remain,38,0,0,5160,1113
96,"1,36E+18",1,What if the covid vaccine is gene therapy? Iâve had two clients get the full round of vaccines and get covid a few weeks later <U+0001F914> This is Aquarius new moon has me thinking.....,,what if the covid vaccin is gene therapi iâv had two client get the full round of vaccin and get covid a few week later uf this is aquarius new moon has me think,34,1,0,5160,1113
97,"1,39E+18",1,"Clinical #news : Highs &amp; Lows

@moderna_tx  to manufacture ~3B #COVIDVaccine doses in 2022 

@cvspharmacy launches $100M #Venture fund, CVS Health Ventures #cvspharmtech 

@adverumbio reports disappointing results from gene therapy study; shares<U+0001F44E> $ADVM 
https://t.co/JDyVlsctTe https://t.co/7CsT4US57I",,clinic news high amp low modernatx to manufactur b covidvaccin dose in cvspharmaci launch m ventur fund cvs health ventur cvspharmtech adverumbio report disappoint result from gene therapi studi share ufe advm,35,1,1,5160,1113
98,"1,35E+18",1,"Imagine taking a deadly vaccine for a non deadly virus.

The_Void

https://t.co/2Jkzen2obz",,imagin take a dead vaccin for a non dead virus thevoid,10,0,1,5160,1113
99,"1,35E+18",1,The Covid Vaccine is a Bioweapon https://t.co/6UVLoMmPdK via @BitChute,,the covid vaccin is a bioweapon via bitchut,9,0,1,5160,1113
100,"1,36E+18",1,"This is driving me crazy (why do people keep calling the ""Rushed Experimental Drug Trail"" and Covid-19 vaccine)?

FACT - The is no FDA-approved vaccine to prevent CV-19

They don't even know if the ""Rushed Experimental Drug Trail"" will prevent infection. https://t.co/S3JuO5gk2I https://t.co/we1ssCaRcN",,this is drive me crazi whi do peopl keep call the rush experiment drug trail and covid vaccin fact the is no fdaapprov vaccin to prevent cv they do nt even know if the rush experiment drug trail will prevent infect,41,0,1,5160,1113
101,"1,37E+18",1,"Just click continue below bogus warning to view excellent article!

Using âHerd Immunityâ Excuse for Gene Therapy Vaccine on Kids https://t.co/l2B8TvdcLL via @grtvnews",,just click continu below bogus warn to view excel articl use âherd immunityâ excus for gene therapi vaccin on kid via grtvnew,22,0,1,5160,1113
102,"1,35E+18",0,"Tracking the coronavirus vaccine, state by state https://t.co/XBiYQt8fWG",,track the coronavirus vaccin state by state,8,0,1,5160,1113
103,"1,39E+18",0,"if you eat burger king, you donât gotta worry about whatâs in the vaccine",,if you eat burger king you donât got ta worri about whatâ in the vaccin,14,0,0,5160,1113
